publicationID,subjects,references,year
49428ac6,cryptocurrency adoption in developing economies,09f4940e;56740307;623ec2ec;efce38ff;32ae08fa,1990
71675cd6,single-cell RNA sequencing analysis,d9b30735,2011
cad19a60,optical lattice clocks for timekeeping,9302c5d3;7cd56830;dfa5b06d;905bc7c2;975b7b24,2009
98ccbe27,blockchain applications in supply chain management,54cd77ec;a14f0437;d13f4e24;535b22c9,2022
bae9b666,digital humanities text mining methods,53f1ad03;2fdc5672;3ea92530;ea195df7,1996
b99307ef,multimodal learning with text and images,ebfc1887;86e265c7;430de0e2;905bc7c2;2bd13217,2007
9c9c449d,additive manufacturing of aerospace parts,dbba747c;4e2f76d1,2003
6e110634,CRISPR gene drive implications,d2474297;51d6ece3;0d07eeb5;5567d1c3;f3c8217d,1995
c8f38c4c,conservation genomics for endangered species,fa691a07;04482ed9;b22b4f54;1a458d0a;f6773e87,2014
923a657b,digital twin technology in manufacturing,535b22c9;f84e4d97;036f4bcf,2013
d97c38c2,nuclear fusion reactor design,aafd58b2;994136ca,2023
53c8a183,ethics of AI surveillance technologies,071c8df1;477038e9;65100158,2021
7b4f84bc,robotic swarms for agricultural monitoring,5b279175;7e3348c0;266d7c79;6449bc70;dde6cb66,2015
32e4320c,visual question answering systems,e9a780c4;c8835004,2009
dc062385,deepfake detection algorithms,e39b8bc7,2016
87ddfc42,tumor microenvironment modeling,4d03d335;b9343198;6dbd40df,2021
de446ce8,reinforcement learning in robotics,b9343198;98c4550a;d863ff28;7d8a9e08;bb6b4abd,2009
5a02dcca,reinforcement learning in robotics,651c2283;85f7fcd0;65100158;d2c9bcae;77ee2089,1993
310e8c90,optical lattice clocks for timekeeping,d5adee5d,2016
681cb8cb,impact of ocean acidification on coral reefs,f6a821dd;4ddc57b5,2008
6792de87,reinforcement learning in robotics,e28deab4;f6551253;80125941;0ed9aaf4;d5adee5d,1990
31af81b5,digital humanities text mining methods,271d7f7b;0336415d;af6c54d7,1995
45a1970d,ethics of AI surveillance technologies,5a02dcca;65100158;26b49673,2016
b79e0c39,migration patterns and urbanization,5814a929;451a6c58;447a7b61;1abcc1d4;8fea2105,2016
12b9a750,wearable biosensors for chronic disease management,b60db20f;10a161cb;e186bae2;c99d0d5b;2fdc5672,2014
9927da90,human-robot interaction in workplace environments,554f04a9;bb6b4abd;04d6af4e,1993
fe0a8d23,few-shot learning for natural language processing,634c798e;8cedd540;01d738ae,2016
730115e8,nanomaterials for energy storage,975b7b24;336a7498;b79e0c39,1994
cde5b9d2,federated learning for mobile devices,6449bc70;71d60c82;ca650906,2015
b08dbef0,biodegradable materials for packaging,4ddc57b5;ed820df6;7e3348c0;4da531d3,2014
f9bae397,robotic swarms for agricultural monitoring,9302c5d3;1801c3ef,2000
501b81c6,evolutionary algorithms for design optimization,a926da26;97d796b9,2009
d7cca12a,genetic epidemiology of rare diseases,abe04455;cad19a60;2fdc5672;293be96e,2022
4b8d0784,few-shot learning for natural language processing,5c2f2a9f;65100158,2018
de774324,wildfire prediction using satellite imagery,55aa11e0;90b12253,1999
474a9e99,economic inequalities in digital access,2b280cb9;3b5e1a1c;7d8a9e08;7f977e91;05bf7e33,1994
ce43f5d4,synthetic media and misinformation,af6c54d7,2023
4a876ca6,3D printed prosthetics for amputees,fe0a8d23;34dafa5e,2000
5756fca1,CRISPR gene drive implications,e1d1ca20;c9ff5a1c;de446ce8,2014
0f9d8e22,advances in superconducting materials,c7ddbce8;e39b8bc7;151b2eda;1b716149,2011
17fb9d2d,transformer models for language translation,cdb1ddd4;6e110634,2006
e7eec0bd,self-supervised learning in vision,474a9e99;4313cb4d;78f10c96,2009
d6b80b7d,biodegradable materials for packaging,897c0dd5;d2c9bcae;5c2f2a9f;04d6af4e,1995
3242218c,history of mathematics in Islamic civilizations,4dd834ae;2d9c1b27;1bae4da8;071c8df1;7b4f84bc,1994
c73a0541,VR therapy for PTSD treatment,e7eec0bd;ee264175;efce38ff;623ec2ec;2ad397ab,2016
608490f2,social network analysis in political movements,21e5a8b6;605fa80e;47d7be89;d999d268;2b280cb9,2015
14ac8cc3,conservation genomics for endangered species,275c4c6f;a5e81404;f7a7a0e2;dde6cb66,1995
4dc9b8d5,history of mathematics in Islamic civilizations,830db190;6e110634;ae140900;b2040ca8;7cd56830,2003
d7f082bd,technological innovation in ancient civilizations,0b8b67d0;5814a929,2020
5f15f574,microbiome-host interactions in immunity,901f7c77;554f04a9;ca650906;45a1970d,1995
5026bee9,wildfire prediction using satellite imagery,fc53f8f9,1992
24f3f1dc,adversarial attacks on deep learning systems,5a02dcca;47d7be89;5b279175,1999
f06f2a9f,economic inequalities in digital access,5a02dcca;6e110634;2b00017d;5008fd35,1990
c8a1e760,nuclear fusion reactor design,5567d1c3;09f4940e,2001
d6c7e505,privacy-preserving machine learning techniques,3aa8ac51;275c4c6f;ddee0093;6103bcbc;ee264175,2003
124f3919,ethnobotany of indigenous medicinal plants,f0cb81e6;d0d0efb1,2007
49606bf2,ethics of AI surveillance technologies,07d78359;e1d1ca20;4304ea38;f6e2ef4d,2000
97865c43,visual question answering systems,af6c54d7;e1d1ca20;efce38ff;535b22c9,2020
8ea8eb2c,microplastics in freshwater systems,c50b13d9;8d3d4618;22b1fb93;dfdd65fc;5008fd35,1998
ca303472,blockchain applications in supply chain management,447a7b61;6ee28216;3fed0579;f7a7a0e2;ea195df7,2021
f24ca746,additive manufacturing of aerospace parts,7a612e7f;4d93544c;608490f2,1995
13fabc74,self-supervised learning in vision,3242218c;5d8be6d7;368ac66d,2021
dfcc01a3,self-supervised learning in vision,975b7b24;d2474297;b1b216d3;2e55d6ba;734c4b99,2001
9c1b2516,wearable biosensors for chronic disease management,e74724a2;f6e2ef4d;dde45ab6,2019
fe00397d,philosophy of mind and consciousness,a14f0437;fb852b19;9c1b2516;64c417f5,2004
949e0235,social network analysis in political movements,aafd58b2;f9bae397;3f29e956;7d94f236,1996
38833db1,viral evolution tracking through genomics,730115e8,2006
46aa5797,dark energy survey methods,5d8be6d7,2011
b995126a,viral evolution tracking through genomics,1a458d0a,2000
0c208289,pollen dispersal modeling in urban environments,5008fd35;1943f507;923a657b;1a772ce9,2002
39394a28,digital twin technology in manufacturing,f7775a13;5008fd35;cad19a60,2018
2bd31928,optical lattice clocks for timekeeping,786e789d;247de265,2016
f26d9918,gamification strategies in education,651fb3c1;7cd56830;3fed0579;bb6b4abd,1990
aee4af89,multimodal learning with text and images,eb95d640;dcde54cb,2023
b705749d,visual question answering systems,ce43f5d4;8ae9a043,2016
4092b252,reinforcement learning in robotics,1a458d0a;65899cd9;b995126a,2019
e6f0c66b,surface chemistry in catalysis,74fab387;e74724a2;b982ad22;275c4c6f,2007
f8786906,autonomous ship navigation systems,406ed93b,1992
9229b952,economic inequalities in digital access,77ee2089;4dc3e5f9,2000
1f84dac1,technological innovation in ancient civilizations,b705749d;a98b80b6;8b8f64ec;4e2f76d1;6d50784a,2000
5fccc521,particle physics beyond the standard model,d6b80b7d;4a876ca6;474a9e99;952afec9,2016
3d2a8f12,bioinformatics pipelines for metagenomics,aa271a6f,1999
650337c1,nanomaterials for energy storage,e28deab4;13fabc74;310e8c90;923a657b;d7cca12a,2015
e672c982,neuroscience of social behavior,9940a7f1;275c4c6f;ca650906;73bfd4c3,2020
d42f20b2,neuroscience of social behavior,22db8254,1992
ce28bdf6,evolutionary algorithms for design optimization,f18d3b3b,2021
cd33670c,protein folding prediction with AI,942c77c4;5f70623f;d7f082bd;3ea92530,2008
e0f18b9a,wireless power transfer in electric vehicles,22db8254;730115e8,2004
97d2b82a,pollen dispersal modeling in urban environments,071c8df1,1996
07fb3646,drone-based delivery system optimization,fc53f8f9;756be6f5,2009
ecf7575e,transformer models for language translation,f8786906;13fabc74;5008fd35;f3bceb62;406ed93b,2012
8d8f3f2e,permafrost thaw and greenhouse gas emissions,5a02dcca;786e789d;07d78359,2013
cd9f8e74,reinforcement learning in robotics,51d6ece3;1abcc1d4;7e5fe95f;5838d62b;b1b216d3,2021
0625cae5,synthetic media and misinformation,3ea92530;34dafa5e;3d2a8f12;efabbdcf,2013
3cc3a695,microplastics in freshwater systems,c3c07ffc;de774324;dde45ab6,2006
521285ab,transformer models for language translation,4443162d,1995
97bf605c,multimodal learning with text and images,81c489f3;36f2b513;2c3f1492;3cc3a695;0ddd3bf7,2012
cc2ee3a9,carbon sequestration in mangrove ecosystems,430de0e2;897c0dd5,2006
7900cdf4,genetic epidemiology of rare diseases,1bae4da8;bd131f6b;ca303472,1994
d06c8e5a,cryptocurrency adoption in developing economies,a81784a6;479f7627;c8835004,2023
f2850fcb,bioinformatics pipelines for metagenomics,7e5a2168;e3c74bb4;901f7c77;cd33670c,2003
fd692724,digital humanities text mining methods,8cedd540;4dc3e5f9;de446ce8;4b9f4f7c,2005
0551b4f6,quantum entanglement experiments,3ea92530;d13f4e24;036f4bcf,2018
03642f12,visual question answering systems,b60db20f;9c1b2516;ce28bdf6;2bd13217,1995
5c54a86d,philosophy of mind and consciousness,6c902c70;56740307;fb852b19;dfa5b06d;1a458d0a,2006
076b154e,edge computing for smart cities,5c2f2a9f;dbe91834;b2d9df6e,2005
ad89785a,citizen science platforms for biodiversity,34792c7d;dd16ad5d;13fabc74;905bc7c2;e39b8bc7,1994
d99cb38e,philosophy of mind and consciousness,cad19a60,2011
afb47c2d,astrophysical jets from black holes,da4dc5b3;97865c43;24f3f1dc;12d531a5,2001
38ca74e5,explainable AI for healthcare applications,94ae86f6;5c2f2a9f;a926da26;da4dc5b3;1bae4da8,2012
22a48a69,reinforcement learning in robotics,dfdd65fc;9c8da83f,2014
fb2dd69d,explainable AI for healthcare applications,1131ecec;507b5b48;f26d9918,1998
b0c33574,ethnobotany of indigenous medicinal plants,6bb5ffac;f06f2a9f;1b716149,1996
f4abbbb6,historical linguistics and language evolution,4dc3e5f9,1997
c8814381,astrophysical jets from black holes,2e24eb17;0bbe226b;3f29e956,2018
a62b0b03,history of mathematics in Islamic civilizations,b0c33574;ee56d4a3,2017
aa4d50bb,3D printed prosthetics for amputees,275c4c6f;1131ecec;e1d1ca20;650337c1;507b5b48,2021
290bae2f,quantum entanglement experiments,076b154e,2020
4ebc7c47,autonomous ship navigation systems,de61d9c5;24f3f1dc;ee56d4a3,1996
c6c8bce6,AI models for disaster risk management,5a02dcca;4d03d335;c9ff5a1c;9940a7f1,2022
53e469e9,explainable AI for healthcare applications,760ab120;c9ff5a1c;51d6ece3;04d6af4e;08b87aa6,2010
61448fc7,ethics of AI surveillance technologies,e74724a2;dde45ab6;49a82f3d;b982ad22,2009
af378720,gamification strategies in education,22a48a69;d97c38c2,2011
39c50451,CRISPR gene drive implications,0f9a0c8c;4c87db57;90b12253,1996
eaff58d3,migration patterns and urbanization,3fed0579;e7eec0bd;de61d9c5;ecf7575e,2018
3481a4b1,ecosystem services valuation methods,efabbdcf;4b8d0784;97bf605c,2007
617c8acf,psychological impacts of long-term space travel,da4dc5b3;2e53c9d5;b2040ca8;05bf7e33;158b43a5,1991
b93c658c,convolutional neural networks for medical imaging,071c8df1;eaff58d3;87ddfc42,2016
5500861c,ecosystem services valuation methods,ae140900;f06f2a9f;4d3064f0;8f513786,1998
51ed5850,technological innovation in ancient civilizations,c8a1e760,2008
0272ebe2,wireless power transfer in electric vehicles,3aa8ac51,1994
0ac8a49c,digital humanities text mining methods,124f3919;51ed5850;e9a780c4;f8786906,2009
eb357618,microbiome-host interactions in immunity,09f4940e,2001
0f4aeccb,quantum entanglement experiments,5cfec4af;c8814381;756be6f5,1993
b9f7b9d5,3D printed prosthetics for amputees,ee264175;8d3d4618;837eda2e;8ae9a043,1996
31a7a82c,explainable AI for healthcare applications,3e1a0857;14ac8cc3;805077b4,2019
3cbed8b4,self-supervised learning in vision,47d7be89;2bdf6f2e;8f513786;b60db20f;9229b952,2012
7eabd67d,sparse coding in machine learning,0d07eeb5;348620df,2006
d1daa702,carbon sequestration in mangrove ecosystems,b1b216d3;13fabc74;9c1b2516;310e8c90;fa691a07,1997
278d3936,adversarial attacks on deep learning systems,dde6cb66;09f4940e;430de0e2;bd131f6b;fe00397d,2022
3ed729ff,neuroscience of social behavior,7900cdf4;554f04a9,2021
59f02313,additive manufacturing of aerospace parts,32ae08fa;6bb5ffac;f24ca746,2008
90bfba94,psychological impacts of long-term space travel,ff3b173d;38833db1;f9ce8fa9,2000
0147f85e,optical lattice clocks for timekeeping,430de0e2;1a458d0a,1992
e7b6a9b2,adversarial attacks on deep learning systems,1131ecec,1994
a506665a,social network analysis in political movements,d42f20b2,2017
59323a45,migration patterns and urbanization,13fabc74;c8814381;fb852b19,2018
f639d86a,visual question answering systems,ca867708;38ca74e5,1999
2d43b44c,wearable biosensors for chronic disease management,2b280cb9;158b43a5,1990
6c47c05f,evolutionary algorithms for design optimization,fe00397d;f7f34809,2009
ff4e3422,microbiome-host interactions in immunity,ddee0093;51d6ece3;f84e4d97,2023
476d0c66,microplastics in freshwater systems,e9a780c4;7e3348c0;ad89785a,2009
3d1024bb,biodegradable materials for packaging,04482ed9,2008
9cdf5c77,high energy cosmic ray detection,fd692724;ed820df6,2007
d50749c7,human-robot interaction in workplace environments,4dc3e5f9;151b2eda;10a161cb,2007
5631cd8f,wildfire prediction using satellite imagery,fe0a8d23,1998
85c7de99,machine learning models for pandemic forecasting,a2fcb390;ed9c963d;b79e0c39;f9bae397;97bf605c,1993
bd17e8c1,protein folding prediction with AI,01347ea4;6c09848c;4da531d3;d06c8e5a,2014
827b4322,symbolic regression using neural networks,d2474297;d6c7e505,2018
b1e8e6f5,bioinformatics pipelines for metagenomics,479f7627;a6d9167d;8cedd540,1992
e47a9188,technological innovation in ancient civilizations,85f7fcd0;0575e8a2;d99cb38e;447a7b61;97865c43,2011
515e194a,immunotherapy treatments for melanoma,98c4550a;4dd834ae,1990
f4b33f60,human-robot interaction in workplace environments,2fdc5672,2001
7875dca3,genetic epidemiology of rare diseases,d863ff28;975b7b24;b9343198,1998
02e5e209,human-robot interaction in workplace environments,036f4bcf;837eda2e;dbba747c;2d9c1b27,2019
f01fe9d5,microbiome-host interactions in immunity,734c4b99;e1d1ca20;51ed5850,1997
9d2a9fb7,conservation genomics for endangered species,4313cb4d;ad89785a;f26d9918;5aa05050,1994
49a54cec,hydrological modeling under climate change,2ad397ab;2bd31928;25f0d107;f4abbbb6;036f4bcf,1996
3607dddb,particle physics beyond the standard model,0625cae5;98b83b14;6d50784a;dfa5b06d;3b5e1a1c,2006
0be513c8,impact of ocean acidification on coral reefs,da731080;4d03d335;aa4d50bb;927f7f21,2023
03fe9991,technological innovation in ancient civilizations,b995126a;5026bee9;4304ea38,2004
66e5b194,citizen science platforms for biodiversity,01d738ae;97d796b9;9c8da83f;8b8f64ec,2000
cb85cb10,wireless power transfer in electric vehicles,1b716149,2019
ae743ef4,ethnobotany of indigenous medicinal plants,49428ac6,2009
285cb3b9,conservation genomics for endangered species,36f2b513;f24ca746;74fab387;071c8df1;4d147e49,2008
6e29cb4d,nuclear fusion reactor design,1943f507;c8835004;158b43a5;285cb3b9,2008
c58f8f70,economic inequalities in digital access,b79e0c39;5026bee9;7d8a9e08,2017
4cb84bde,symbolic regression using neural networks,81921601,2000
ce57a5d0,convolutional neural networks for medical imaging,f3c8217d;ca303472;eb357618;266d7c79;f6e2ef4d,2013
0e426c86,gravitational wave astronomy with LIGO,0be513c8;b79e0c39,2018
49e4d481,impact of ocean acidification on coral reefs,1b61e1ee;6792de87;1131ecec;831936d1,1999
cdab69a3,few-shot learning for natural language processing,0625cae5;32ae08fa;56e28d2b,1994
8c2e7646,nuclear fusion reactor design,98b83b14;8c2eb87a;515e194a,2020
eeae9bbd,cyber-physical security for industrial systems,5f70623f;65899cd9;451a6c58;e6f0c66b,2002
dbabd724,tumor microenvironment modeling,77ee2089;58c92211,2019
ba37b2f9,wildfire prediction using satellite imagery,4ebca397;ee264175,2004
d0bd6133,CRISPR gene drive implications,ca867708;1131ecec,2015
70eb2ff2,visual question answering systems,ca650906,2012
fccd3a78,adversarial attacks on deep learning systems,ecf7575e;90b12253;af6c54d7,2021
7caa4af5,additive manufacturing of aerospace parts,554f04a9;0ddd3bf7;c372cb5e,2012
531d9909,optical lattice clocks for timekeeping,ee264175;8d8f3f2e;5008fd35,2018
5eeb228b,federated learning for mobile devices,4d60d90e;80125941;fa691a07;e47a9188,1992
40683d5e,protein folding prediction with AI,cb85cb10;cad19a60,2006
15e8f6d4,edge computing for smart cities,0be513c8;74fab387;c6c8bce6;9302c5d3;3b5e1a1c,2009
0e7fa6c3,microplastics in freshwater systems,b60db20f;20e96ae0;4b17c2cc;3f29e956,1995
b20ebd19,multimodal learning with text and images,dbe91834;2ad397ab,1997
014b8d0f,robotic swarms for agricultural monitoring,2d9c1b27;c372cb5e;d99cb38e;5d8be6d7;827b4322,1992
fbbe92c3,human-robot interaction in workplace environments,451a6c58,1992
b39ce61b,sparse coding in machine learning,b2d9df6e,2002
7872ca62,astrophysical jets from black holes,430de0e2;b39ce61b;ed9c963d;e74724a2;afb47c2d,2017
347040a5,cryptocurrency adoption in developing economies,8c2eb87a;98c4550a;e6f0c66b,1999
9de67d22,graph neural networks in chemistry,8c2eb87a;d7cca12a;4d3064f0;baf3d99d;6103bcbc,1993
01fb19fb,permafrost thaw and greenhouse gas emissions,622a741c;0ddd3bf7;94ae86f6;734c4b99;8d3d4618,2007
1350a597,philosophy of mind and consciousness,a14f0437;2a177449;da731080,2007
3ffc0780,blockchain applications in supply chain management,10a161cb;2ed68e59,2016
3fe43866,explainable AI for healthcare applications,b08dbef0;fbbe92c3,1993
67341aa8,solar radiation management techniques,ed820df6;756be6f5;d7f082bd;f639d86a,2009
a2d0046f,ecosystem services valuation methods,0575e8a2,2019
de070069,high energy cosmic ray detection,f6a821dd,1990
515eb949,history of mathematics in Islamic civilizations,271d7f7b;40683d5e;f8786906,2008
5e6b5dd4,federated learning for mobile devices,31af81b5;650337c1;81921601;dbabd724;ca303472,1997
13ad25c9,privacy-preserving machine learning techniques,d99cb38e;7084879c;6449bc70;7c8de759,2020
07db0bea,robotic swarms for agricultural monitoring,f6773e87;447a7b61,2017
d018d708,human-robot interaction in workplace environments,24f3f1dc,1998
4c1fbf9d,digital humanities text mining methods,827b4322;bb57f330;4b9f4f7c,1995
57700c90,carbon sequestration in mangrove ecosystems,8c2eb87a,2010
83e59651,surface chemistry in catalysis,4a876ca6,2013
8e2fed8f,deepfake detection algorithms,623ec2ec;3481a4b1;a97fa40e;e7eec0bd,2007
6139bbc9,graph neural networks in chemistry,f26d9918;dcde54cb;6e110634;700736fd,2000
2e9b99d5,wildfire prediction using satellite imagery,f18d3b3b;d6c7e505;f2850fcb;08b87aa6,2020
7ea75825,gamification strategies in education,f6773e87;cdab69a3;eb95d640;c58f8f70;a97fa40e,1995
598404f2,psychological impacts of long-term space travel,afb47c2d,2010
32845647,synthetic media and misinformation,1943f507;7f977e91,2016
fef38c51,ethics of AI surveillance technologies,7e5a2168;5631cd8f,1996
a282389d,impact of ocean acidification on coral reefs,38ca74e5;f2850fcb;8fea2105;b705749d,2016
7d7be764,visual question answering systems,615167de;4c87db57,2016
cf680e13,gravitational wave astronomy with LIGO,9302c5d3;e16438f0,2005
c5f5863e,biodegradable materials for packaging,1a772ce9;3b5e1a1c;de070069;f06f2a9f;293be96e,2022
0aafd8a5,sparse coding in machine learning,6c902c70;5aa05050;97d796b9;cde5b9d2;0b8b67d0,2006
74c0e8fe,psychological impacts of long-term space travel,8d3d4618;7f1a0b84;f4abbbb6;de070069,2008
4e047777,personalized nutrition using genomics,4092b252;0575e8a2;f4abbbb6,2017
ff21c8ad,drone-based delivery system optimization,61448fc7;39c50451;1943f507,2009
7b2d0e1a,pollen dispersal modeling in urban environments,65899cd9,2018
a0b5f912,deepfake detection algorithms,01931073,2015
d321e5f5,visual question answering systems,4a876ca6;55aa11e0;6dbd40df;3b5e1a1c;923a657b,1999
9acd0cc8,CRISPR gene drive implications,f4abbbb6;8db05c21;4313cb4d;dde6cb66,2012
34caa59f,privacy-preserving machine learning techniques,897c0dd5;bd131f6b,1993
a6abf489,3D printed prosthetics for amputees,ba37b2f9,2002
2aca9456,hydrological modeling under climate change,837eda2e;a4233a07;e9dc1055,1991
63b60a2c,self-supervised learning in vision,13fabc74;cc2ee3a9;5838d62b,1999
13a8cb00,symbolic regression using neural networks,3ea92530;67341aa8;5aa05050,2006
ec0d21f9,dark energy survey methods,8f513786;ba37b2f9;14ac8cc3;952afec9,2000
e7ef3a02,self-supervised learning in vision,275c4c6f;4d60d90e;f8786906,1990
46fa28b2,protein folding prediction with AI,310e8c90;0ed9aaf4;dbabd724;2aca9456;f06f2a9f,2000
e93067c7,neuroscience of social behavior,fe0a8d23;f01fe9d5;54cd77ec;a4233a07,2016
814ec0e6,historical linguistics and language evolution,09f4940e;d6b80b7d,2021
16c6c8e2,digital twin technology in manufacturing,7d7be764;897c0dd5;4e2f76d1;730115e8,2016
5c84fb61,synthetic media and misinformation,dcde54cb;8bfbcf9d;ed820df6,2001
00efe146,advances in superconducting materials,975b7b24,1997
08f92242,dark energy survey methods,3d2a8f12;a4233a07,2001
77b78d8a,economic inequalities in digital access,02e5e209;b79e0c39,1995
b360b714,citizen science platforms for biodiversity,3d1024bb;81921601;ce43f5d4;4092b252,1999
2edf3f86,autonomous ship navigation systems,5f15f574;4dc9b8d5;430de0e2;1943f507,1997
35f22e70,cyber-physical security for industrial systems,68df0b72;3242218c;6dbd40df;bae9b666,1997
3207837d,edge computing for smart cities,d6659df1;a98b80b6,2010
1f4071aa,machine learning models for pandemic forecasting,50fc55f3;9ccf0f05;a98b80b6;35a28adc;fccd3a78,2018
3ca034c0,AI models for disaster risk management,b982ad22;2edf3f86;b9f7b9d5;0189e962;81c489f3,2006
a15dde82,permafrost thaw and greenhouse gas emissions,4304ea38,2000
ca22e496,gamification strategies in education,151b2eda;285cb3b9;80125941;368ac66d;4d93544c,2017
ea025302,quantum entanglement experiments,9927da90;07fb3646;91555020;3e1a0857;a0b13ed3,2015
f41c45fb,reinforcement learning in robotics,22db8254,2009
d45c43ee,migration patterns and urbanization,3d1024bb,2010
4160aab1,deepfake detection algorithms,a6abf489;ff4e3422;39c50451;f4abbbb6;95be610f,1990
875f6fdb,nuclear fusion reactor design,61448fc7;07d78359;56e28d2b;f18d3b3b;d6c7e505,2009
1dd028c0,drone-based delivery system optimization,94ae86f6;57700c90;e0f18b9a;d2474297,2016
2785c5a1,cyber-physical security for industrial systems,5eeb228b;3d1024bb;c5f5863e;34caa59f,2005
174e8579,microbiome-host interactions in immunity,f9ce8fa9;5026bee9;814ec0e6;53e469e9,1996
a2400c9a,cognitive biases in decision making,63b60a2c;1adf50fe;a4233a07;7ea75825;4160aab1,2003
e18a794f,drone-based delivery system optimization,d06c8e5a;f9ce8fa9;fe0a8d23;9748884f;4b8d0784,2022
e8a73632,ecosystem services valuation methods,071c8df1;ce57a5d0,2022
ca5349e6,evolutionary algorithms for design optimization,dcde54cb;aa4d50bb,2010
dcfe4910,nanomaterials for energy storage,f7775a13;1131ecec;b705749d;a6abf489,2000
4a03c7cc,astrophysical jets from black holes,d7cca12a;7329d33f;dbabd724;994136ca;5d01df9d,2019
d42c8a59,astrophysical jets from black holes,5fccc521;00e9c157;31a7a82c;430de0e2,2013
d91c5ac7,wearable biosensors for chronic disease management,dc062385;7cd56830;3a4eedd5;5814a929;4dc3e5f9,2023
dab6c718,economic inequalities in digital access,7329d33f;31af81b5;a15dde82;124f3919;501b81c6,2007
12e58f1b,conservation genomics for endangered species,5fccc521;615167de;071c8df1;5c84fb61;0f9a0c8c,2022
a7b58cf4,human-robot interaction in workplace environments,3242218c;8ea8eb2c;634c798e;b2040ca8,2023
e4a205db,high energy cosmic ray detection,2785c5a1,2005
d4b1f308,hydrological modeling under climate change,174e8579;b79e0c39;12d531a5;39c50451,2004
52b51505,impact of ocean acidification on coral reefs,e7eec0bd;0f9a0c8c,1991
7a8df4b5,particle physics beyond the standard model,de381482,2022
520f6e7a,digital humanities text mining methods,2a177449,2015
6e68a400,deepfake detection algorithms,32ae08fa;50fc55f3,2014
8c63d3fb,historical linguistics and language evolution,9748884f;0b8b67d0;a926da26,2004
86254633,carbon sequestration in mangrove ecosystems,c8814381;98b83b14;4d60d90e;d5adee5d;8c63d3fb,2023
5be34767,explainable AI for healthcare applications,9c8da83f;77ee2089;275c4c6f,2015
2c108746,cryptocurrency adoption in developing economies,35f22e70,1992
d9858c60,machine learning models for pandemic forecasting,a6d9167d,2015
b11e42ce,CRISPR gene drive implications,521285ab;124f3919;d50749c7;5fccc521;347040a5,2013
6f08dcef,ecosystem services valuation methods,3cc3a695;476d0c66;ed9c963d,2023
cb6e6e49,nuclear fusion reactor design,fb852b19;ddee0093;650337c1,2014
05d997c9,quantum entanglement experiments,86254633;3ed729ff;63b8ad0c;271d7f7b,2018
c1ea5251,dark energy survey methods,f9ce8fa9;6c09848c;8cedd540;83e59651;3242218c,2022
fb4c7f14,multimodal learning with text and images,6d50784a;285cb3b9;2ad397ab;d7f082bd;abe04455,1990
cfbac04d,economic inequalities in digital access,cc2ee3a9;9940a7f1;d7f082bd,2004
63040d7c,edge computing for smart cities,38bc3565;5c84fb61;d863ff28;52b51505,1999
9a535d60,privacy-preserving machine learning techniques,f7a7a0e2;b0257079;a3995b22;3ffc0780,1997
8eb83d27,permafrost thaw and greenhouse gas emissions,eb95d640;87ddfc42;4dd834ae;d0d0efb1;b0257079,1992
31b005d6,tumor microenvironment modeling,85c7de99;81921601;2c3f1492;1bae4da8,2019
71be44e9,transformer models for language translation,afb47c2d,1997
be7a3390,single-cell RNA sequencing analysis,943e0b6c,2016
76602e25,few-shot learning for natural language processing,3fed0579;5b279175;e9dc1055;ff3b173d,1997
13a461b0,graph neural networks in chemistry,7e3348c0;bae9b666;9748884f,1998
46944422,synthetic media and misinformation,0b3f7860;8eb83d27,2000
cf71f0e1,VR therapy for PTSD treatment,2bdf6f2e;447a7b61;ee56d4a3;7c8de759,1995
1d783411,quantum entanglement experiments,ad89785a;8ae9a043;7ea75825,2016
a4cbe7ff,historical linguistics and language evolution,406ed93b;e7b6a9b2;38bc3565,1994
031f3830,psychological impacts of long-term space travel,87ddfc42;d91c5ac7;39c50451;01347ea4,2014
abbab5ec,genetic epidemiology of rare diseases,bb6b4abd;ba37b2f9;10a161cb,1990
0bfeeb43,impact of ocean acidification on coral reefs,d321e5f5;a98b80b6;f639d86a,2002
63b0f766,adversarial attacks on deep learning systems,a2d0046f;014b8d0f;c2ff2559;03fe9991,2000
0b5017fd,social network analysis in political movements,ce28bdf6,2004
637f83d3,dark energy survey methods,0c208289;1801c3ef,2014
397eb702,deepfake detection algorithms,b79e0c39;b39ce61b;3ed729ff;1b61e1ee,2011
e5b8863d,cognitive biases in decision making,f01fe9d5;38833db1,2008
d975af1c,impact of ocean acidification on coral reefs,c2ff2559;77b78d8a;b99307ef;6103bcbc;58c92211,1998
b36dee0f,tumor microenvironment modeling,b0257079,2012
af5c8f15,gamification strategies in education,336a7498;f24ca746;e7b6a9b2;4d03d335;4ddc57b5,2004
9baf16e7,reinforcement learning in robotics,474a9e99;04d6af4e,2017
31243a1c,digital humanities text mining methods,86254633;731f38f9;8cedd540,2019
9dbef1eb,gravitational wave astronomy with LIGO,ed820df6;9927da90;46aa5797;b1b216d3;cf71f0e1,1996
c25c0f92,tumor microenvironment modeling,de070069;9302c5d3;831936d1;4e047777,1999
c3c12fe7,bioinformatics pipelines for metagenomics,5814a929;7900cdf4,2010
0f9076ab,cognitive biases in decision making,2e24eb17,2001
3ca4ec3c,deepfake detection algorithms,3fed0579,2020
ac29908d,privacy-preserving machine learning techniques,a15dde82;4d03d335;81921601;ce43f5d4;a0b5f912,2004
